job_role,skills,domain,required_skills,demand_level_india,experience_alignment
Principal Ophthalmologist,"ophthalmology, eye disease diagnosis, vision treatment, surgery planning, patient care",Healthcare,"eye examination, retinal assessment, vision treatment, surgical planning, patient diagnosis, clinical documentation",High,Advanced
Optician,"optical dispensing, lens fitting, frame adjustment, vision support, customer care",Healthcare,"lens fitting, frame adjustment, prescription interpretation, customer guidance, optical measurements, inventory handling",Medium,Beginner
Assistant Optician,"optical dispensing, lens fitting, frame adjustment, vision support, customer care",Healthcare,"lens fitting, frame adjustment, prescription interpretation, customer guidance, optical measurements, inventory handling",Medium,Beginner
Junior Optician,"optical dispensing, lens fitting, frame adjustment, vision support, customer care",Healthcare,"lens fitting, frame adjustment, prescription interpretation, customer guidance, optical measurements, inventory handling",Medium,Beginner
Lead Optician,"optical dispensing, lens fitting, frame adjustment, vision support, customer care",Healthcare,"lens fitting, frame adjustment, prescription interpretation, customer guidance, optical measurements, inventory handling",Medium,Advanced
Senior Optician,"optical dispensing, lens fitting, frame adjustment, vision support, customer care",Healthcare,"lens fitting, frame adjustment, prescription interpretation, customer guidance, optical measurements, inventory handling",Medium,Advanced
Principal Optician,"optical dispensing, lens fitting, frame adjustment, vision support, customer care",Healthcare,"lens fitting, frame adjustment, prescription interpretation, customer guidance, optical measurements, inventory handling",Medium,Advanced
Optometrist,"vision testing, eye examination, prescription lenses, eye health, patient care",Healthcare,"refraction testing, eye examination, prescription interpretation, vision correction, patient counseling, diagnostic screening",High,Intermediate
Assistant Optometrist,"vision testing, eye examination, prescription lenses, eye health, patient care",Healthcare,"refraction testing, eye examination, prescription interpretation, vision correction, patient counseling, diagnostic screening",High,Beginner
Junior Optometrist,"vision testing, eye examination, prescription lenses, eye health, patient care",Healthcare,"refraction testing, eye examination, prescription interpretation, vision correction, patient counseling, diagnostic screening",High,Beginner
Lead Optometrist,"vision testing, eye examination, prescription lenses, eye health, patient care",Healthcare,"refraction testing, eye examination, prescription interpretation, vision correction, patient counseling, diagnostic screening",High,Advanced
Senior Optometrist,"vision testing, eye examination, prescription lenses, eye health, patient care",Healthcare,"refraction testing, eye examination, prescription interpretation, vision correction, patient counseling, diagnostic screening",High,Advanced
Principal Optometrist,"vision testing, eye examination, prescription lenses, eye health, patient care",Healthcare,"refraction testing, eye examination, prescription interpretation, vision correction, patient counseling, diagnostic screening",High,Advanced
Orthopedic Surgeon,"orthopedics, bone injuries, joint treatment, surgery planning, patient rehabilitation",Healthcare,"orthopedic diagnosis, surgical procedures, fracture management, imaging interpretation, rehabilitation planning, patient care",High,Advanced
Assistant Orthopedic Surgeon,"orthopedics, bone injuries, joint treatment, surgery planning, patient rehabilitation",Healthcare,"orthopedic diagnosis, surgical procedures, fracture management, imaging interpretation, rehabilitation planning, patient care",High,Beginner
Junior Orthopedic Surgeon,"orthopedics, bone injuries, joint treatment, surgery planning, patient rehabilitation",Healthcare,"orthopedic diagnosis, surgical procedures, fracture management, imaging interpretation, rehabilitation planning, patient care",High,Beginner
Lead Orthopedic Surgeon,"orthopedics, bone injuries, joint treatment, surgery planning, patient rehabilitation",Healthcare,"orthopedic diagnosis, surgical procedures, fracture management, imaging interpretation, rehabilitation planning, patient care",High,Advanced
Senior Orthopedic Surgeon,"orthopedics, bone injuries, joint treatment, surgery planning, patient rehabilitation",Healthcare,"orthopedic diagnosis, surgical procedures, fracture management, imaging interpretation, rehabilitation planning, patient care",High,Advanced
